City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Bathsheba,BB,13.22,-59.52,84.2,70,40,18.34,scattered clouds
348,Talaya,RU,61.38,152.75,12.31,94,100,7.09,light snow
349,Hobyo,SO,5.35,48.53,80.71,82,86,13.47,moderate rain
350,Ngong,KE,-1.36,36.66,68.0,77,75,5.82,broken clouds
351,Kuah,MY,6.33,99.84,77.0,94,20,7.45,light rain
352,Isla Mujeres,MX,21.23,-86.73,82.4,65,90,18.34,overcast clouds
353,Kozluk,TR,38.19,41.49,62.6,67,75,5.82,broken clouds
354,Kirishi,RU,59.45,32.02,48.0,99,100,8.95,overcast clouds
355,Talnakh,RU,69.49,88.4,-7.6,83,40,2.24,scattered clouds
356,Barvinkove,UA,48.91,37.02,47.71,87,70,5.5,broken clouds
357,Coihaique,CL,-45.58,-72.07,68.0,45,75,8.05,broken clouds
358,Tallahassee,US,30.44,-84.28,71.01,22,20,5.82,smoke
359,Ordu,TR,40.91,37.68,57.2,100,75,4.7,broken clouds
360,Jutai,BR,-5.18,-68.9,89.6,58,86,0.54,overcast clouds
361,Maxixe,MZ,-23.86,35.35,77.0,78,0,3.36,clear sky
362,Camacha,PT,33.08,-16.33,66.2,63,40,14.99,scattered clouds
363,Fortuna,US,40.6,-124.16,61.0,58,1,3.91,clear sky
364,Buchanan,LR,5.88,-10.05,79.3,86,78,6.78,light rain
365,Guanay,BO,-15.5,-67.88,92.88,31,44,0.45,scattered clouds
366,Fohnsdorf,AT,47.22,14.68,53.6,93,72,2.24,broken clouds
367,Margate,GB,51.38,1.39,51.01,72,0,1.99,clear sky
368,Laurel,US,39.1,-76.85,62.01,43,1,9.17,clear sky
369,Derzhavinsk,KZ,51.1,66.32,30.07,95,23,3.69,few clouds
370,Victoria Point,AU,-27.58,153.3,64.0,69,2,1.99,clear sky
371,Yulara,AU,-25.24,130.99,80.6,36,40,10.29,scattered clouds
372,Kushima,JP,31.46,131.23,48.79,61,0,7.05,clear sky
373,Matola,MZ,-25.96,32.46,77.0,83,40,9.17,scattered clouds
374,Beira,MZ,-19.84,34.84,78.01,88,20,12.75,few clouds
375,Lugovoy,KZ,42.95,72.76,38.86,65,0,0.4,clear sky
376,Camden,US,39.78,-74.97,57.99,42,100,1.01,overcast clouds
377,Megion,RU,61.03,76.11,28.4,79,75,8.95,broken clouds
378,Gornyy,RU,55.12,83.91,27.3,98,94,8.5,overcast clouds
379,Morondava,MG,-20.28,44.28,77.54,84,30,10.31,scattered clouds
380,Sandwick,GB,60.0,-1.25,48.2,76,40,29.97,light intensity shower rain
381,Tilichiki,RU,60.47,166.1,35.46,99,100,20.67,light rain
382,Carbonia,IT,39.17,8.52,62.6,87,20,4.7,few clouds
383,Antofagasta,CL,-23.65,-70.4,62.6,67,75,18.34,broken clouds
384,Bosaso,SO,11.28,49.18,75.45,71,0,1.12,clear sky
385,Vardo,NO,70.37,31.11,39.2,73,0,27.51,clear sky
386,Bucerias,MX,20.75,-105.33,87.8,48,5,9.17,clear sky
387,Jackson,US,42.42,-122.83,57.2,44,1,3.36,clear sky
388,Osakarovka,KZ,50.56,72.57,23.36,94,0,4.38,clear sky
389,Aykhal,RU,66.0,111.5,1.4,91,90,2.66,light shower snow
390,Chimbote,PE,-9.09,-78.58,68.58,67,81,10.85,broken clouds
391,Bafra,TR,41.57,35.91,51.8,87,75,2.24,broken clouds
392,Lavrentiya,RU,65.58,-171.0,18.77,88,100,14.88,overcast clouds
393,Isla Vista,US,34.41,-119.86,69.8,77,40,8.05,haze
394,Namatanai,PG,-3.67,152.43,81.23,79,100,4.99,overcast clouds
395,Basak,PH,6.73,124.15,72.3,78,21,3.67,few clouds
396,Ouahigouya,BF,13.58,-2.42,86.54,18,100,6.98,overcast clouds
397,Guilin,CN,25.28,110.29,64.4,63,40,6.71,scattered clouds
398,Tautira,PF,-17.73,-149.15,84.2,66,75,4.7,shower rain
399,Tsirguliina,EE,57.86,26.19,48.2,81,1,10.29,clear sky
400,Ayabaca,PE,-4.64,-79.71,67.53,46,37,8.79,scattered clouds
401,Honiara,SB,-9.43,159.95,73.4,94,75,2.24,broken clouds
402,Taltal,CL,-25.4,-70.48,62.38,63,24,5.12,few clouds
403,Agadez,NE,19.75,10.25,71.4,23,0,7.38,clear sky
404,Chase,CA,50.82,-119.69,44.6,87,100,1.12,moderate rain
405,Adeje,ES,28.12,-16.73,73.0,73,20,21.92,few clouds
406,Kuytun,RU,54.34,101.5,27.91,99,100,2.64,light snow
407,Madarounfa,NE,13.31,7.16,84.2,35,16,4.7,dust
408,Calamar,CO,10.25,-74.91,87.8,66,20,8.05,few clouds
409,Kargasok,RU,59.06,80.86,24.24,98,100,9.26,light snow
410,Boysun,UZ,38.21,67.2,46.04,40,0,1.83,clear sky
411,Chimoio,MZ,-19.12,33.48,75.0,94,40,12.75,scattered clouds
412,La Primavera,CO,5.49,-70.41,85.17,74,73,5.23,heavy intensity rain
413,Cartagena,CO,10.4,-75.51,87.8,66,20,8.05,few clouds
414,Shipunovo,RU,52.16,82.22,28.09,96,96,6.49,overcast clouds
415,Gat,IL,31.61,34.76,66.99,100,24,5.26,few clouds
416,Butajira,ET,8.12,38.37,56.3,38,0,7.11,clear sky
417,Turan,VN,16.07,108.22,73.4,94,75,6.93,light rain
418,Komsomolskiy,UZ,40.43,71.72,42.8,45,0,6.93,clear sky
419,Andenes,NO,69.31,16.12,42.8,81,75,16.11,light rain
420,Maragogi,BR,-9.01,-35.22,79.03,77,1,12.53,clear sky
421,Yinchuan,CN,38.47,106.27,44.46,50,0,4.14,clear sky
422,Jati,PK,24.35,68.27,74.48,50,0,8.57,clear sky
423,Faranah,GN,10.04,-10.74,77.59,60,0,0.96,clear sky
424,Keti Bandar,PK,24.14,67.45,77.54,59,0,9.01,clear sky
425,Tuktoyaktuk,CA,69.45,-133.04,10.4,85,90,12.75,light snow
426,Kununurra,AU,-15.77,128.73,77.0,83,22,4.52,few clouds
427,Porbandar,IN,21.64,69.61,79.59,45,0,5.91,clear sky
428,Honningsvag,NO,70.98,25.97,42.8,81,75,20.8,light rain
429,Karpathos,GR,35.51,27.21,68.0,64,100,9.17,overcast clouds
430,Havre-Saint-Pierre,CA,50.23,-63.6,26.6,49,1,11.41,clear sky
431,Diapaga,BF,12.07,1.79,83.52,28,5,5.93,clear sky
432,Khani,GE,41.96,42.96,55.4,93,0,8.05,clear sky
433,Mayumba,GA,-3.43,10.66,78.53,90,100,7.23,light rain
434,Peterhead,GB,57.51,-1.8,46.0,75,0,11.41,clear sky
435,Abnub,EG,27.27,31.15,80.6,42,0,9.17,clear sky
436,Necochea,AR,-38.55,-58.74,68.61,60,39,15.99,scattered clouds
437,Kahului,US,20.89,-156.47,86.0,58,40,6.93,scattered clouds
438,Santa Cruz De La Palma,ES,28.68,-17.76,73.4,73,40,18.34,scattered clouds
439,Noumea,NC,-22.28,166.46,77.0,94,90,5.82,overcast clouds
440,Areosa,PT,41.72,-8.86,55.99,66,0,13.87,clear sky
441,Klishkivtsi,UA,48.43,26.26,48.99,95,100,3.49,overcast clouds
442,Bereda,ES,43.27,-7.54,45.0,97,99,1.01,overcast clouds
443,Puerto Triunfo,CO,5.87,-74.64,89.8,53,29,2.15,scattered clouds
444,Brae,GB,60.4,-1.35,48.2,76,40,29.97,light intensity shower rain
445,Nyrob,RU,60.73,56.72,26.91,95,66,9.01,broken clouds
446,Constitucion,CL,-35.33,-72.42,62.56,63,12,14.83,few clouds
447,Barabai,ID,-2.58,115.38,73.9,90,93,0.72,overcast clouds
448,Mocuba,MZ,-16.84,36.99,75.24,87,0,4.12,clear sky
449,Mporokoso,ZM,-9.37,30.12,66.0,76,94,4.27,overcast clouds
450,Porto Velho,BR,-8.76,-63.9,77.0,88,75,1.12,light rain
451,Raudeberg,NO,61.99,5.14,46.4,81,75,27.51,shower rain
452,Talagang,PK,32.93,72.42,60.66,30,0,2.55,clear sky
453,Longhua,CN,23.61,114.19,66.15,63,100,2.68,overcast clouds
454,Buala,SB,-8.14,159.59,81.23,78,60,3.42,light rain
455,Acarau,BR,-2.89,-40.12,82.74,71,86,16.06,overcast clouds
456,Xanxere,BR,-26.88,-52.4,82.4,24,40,16.11,scattered clouds
457,Kirakira,SB,-10.45,161.92,80.17,78,100,6.49,overcast clouds
458,Malakal,SS,9.53,31.66,81.45,63,22,4.61,few clouds
459,Durban,ZA,-29.86,31.03,73.0,88,40,1.12,scattered clouds
460,Porto Novo,BJ,6.5,2.6,82.4,78,20,9.17,few clouds
461,Pimentel,PE,-6.84,-79.93,73.4,56,0,17.22,clear sky
462,Ati,TD,13.22,18.34,88.66,21,0,14.16,clear sky
463,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,64,75,20.8,broken clouds
464,Zhigansk,RU,66.77,123.37,-0.02,91,97,2.1,overcast clouds
465,Kiruna,SE,67.86,20.23,32.0,95,83,10.29,broken clouds
466,Celestun,MX,20.87,-90.4,79.65,67,51,16.67,broken clouds
467,Makasar,ID,-5.14,119.42,79.72,80,98,4.41,overcast clouds
468,Tessalit,ML,20.2,1.01,79.56,17,100,8.16,overcast clouds
469,Rovaniemi,FI,66.5,25.72,35.6,100,90,5.82,fog
470,Ayacucho,PE,-13.16,-74.22,71.6,30,40,5.82,scattered clouds
471,Verkhoyansk,RU,67.54,133.38,-15.9,84,5,1.21,clear sky
472,Griffith,US,41.53,-87.42,69.01,32,1,16.11,clear sky
473,Swinoujscie,PL,53.91,14.25,48.0,95,96,10.54,overcast clouds
474,Sibolga,ID,1.74,98.78,74.91,91,100,4.05,moderate rain
475,Bonfim,BR,3.08,-59.95,93.2,56,40,13.87,scattered clouds
476,La Ronge,CA,55.1,-105.28,50.0,53,97,2.24,overcast clouds
477,Muros,ES,42.78,-9.06,48.99,82,61,11.77,broken clouds
478,Mmathubudukwane,BW,-24.6,26.43,71.6,68,0,8.05,clear sky
479,Saint-Pierre,RE,-21.34,55.48,73.4,56,90,9.17,overcast clouds
480,Ucluelet,CA,48.93,-125.55,55.4,93,90,5.82,overcast clouds
481,Bonavista,CA,48.65,-53.11,44.01,65,100,8.05,overcast clouds
482,Surt,LY,31.21,16.59,70.39,62,0,6.58,clear sky
483,Paamiut,GL,61.99,-49.67,34.68,93,100,34.96,overcast clouds
484,Fort Morgan,US,40.25,-103.8,73.4,12,1,6.93,clear sky
485,Dire Dawa,ET,9.59,41.87,62.94,58,0,1.92,clear sky
486,London,GB,51.51,-0.13,46.99,86,1,8.41,clear sky
487,Molochnoye,RU,59.29,39.68,43.97,84,100,16.08,overcast clouds
488,Baykit,RU,61.67,96.37,15.4,93,97,4.7,overcast clouds
489,Teluknaga,ID,-6.1,106.64,78.01,88,40,6.93,haze
490,Tabuk,PH,17.42,121.44,72.61,90,92,6.17,light rain
491,Port Shepstone,ZA,-30.74,30.45,70.97,92,47,12.19,scattered clouds
492,Ixtapa,MX,20.7,-105.2,87.8,48,5,9.17,clear sky
493,San Patricio,US,28.02,-97.52,80.01,47,20,10.29,few clouds
494,Ola,RU,59.58,151.28,36.18,84,100,36.51,overcast clouds
495,Djibo,BF,14.1,-1.63,87.35,16,100,8.19,overcast clouds
496,Ostrovnoy,RU,68.05,39.51,37.87,88,25,14.34,scattered clouds
497,Miri,MY,4.41,114.01,77.0,94,20,3.36,light rain
498,Naze,JP,28.37,129.48,66.2,72,90,24.16,overcast clouds
499,Begunitsy,RU,59.59,29.32,50.0,81,40,8.95,scattered clouds
500,Rio Bueno,CL,-40.32,-72.97,64.4,63,90,5.82,overcast clouds
501,Aguimes,ES,27.91,-15.45,71.6,78,40,19.46,scattered clouds
502,Congonhas,BR,-20.5,-43.86,75.2,57,75,13.87,broken clouds
503,Qeshm,IR,26.96,56.27,73.4,73,0,6.93,haze
504,Kushiro,JP,42.98,144.37,39.83,71,8,17.18,clear sky
505,Port Lincoln,AU,-34.73,135.87,57.36,77,100,12.77,overcast clouds
506,Sulechow,PL,52.08,15.63,51.01,93,46,4.5,scattered clouds
507,Mpongwe,ZM,-13.51,28.16,65.61,81,1,3.13,moderate rain
508,Brumunddal,NO,60.88,10.94,36.0,89,88,3.15,overcast clouds
509,Vredendal,ZA,-31.67,18.5,64.08,83,100,9.84,overcast clouds
510,Kapit,MY,2.02,112.93,73.45,94,93,0.89,overcast clouds
511,Skibbereen,IE,51.55,-9.27,41.0,86,40,10.29,moderate rain
512,Shubarkuduk,KZ,49.14,56.49,47.03,52,0,12.62,clear sky
513,Sakakah,SA,29.97,40.21,69.8,68,75,9.17,broken clouds
514,Takoradi,GH,4.88,-1.76,79.92,81,19,6.02,few clouds
515,Ambulu,ID,-8.35,113.61,74.57,77,75,3.2,broken clouds
516,Hambantota,LK,6.12,81.12,75.2,100,75,2.24,broken clouds
517,Saurimo,AO,-9.66,20.39,68.49,84,0,3.0,light rain
518,San Vicente,AR,-26.62,-54.13,77.38,36,86,3.89,overcast clouds
519,Teguldet,RU,57.31,88.17,27.7,98,100,5.86,overcast clouds
520,Igrim,RU,63.19,64.42,32.97,92,100,11.36,overcast clouds
521,Corralillo,CU,22.98,-80.59,77.92,82,98,25.3,overcast clouds
522,Aligudarz,IR,33.4,49.69,46.83,39,29,1.05,scattered clouds
523,Kinablangan,PH,7.69,126.55,77.92,82,91,5.39,light rain
524,Altagracia De Orituco,VE,9.86,-66.38,81.18,74,59,3.94,broken clouds
525,Rocha,UY,-34.48,-54.33,63.7,65,0,11.72,clear sky
526,Saquena,PE,-4.67,-73.52,93.36,46,75,2.33,broken clouds
527,Bom Jesus,BR,-9.07,-44.36,80.29,79,57,3.27,moderate rain
528,Christchurch,NZ,-43.53,172.63,60.01,93,66,6.93,broken clouds
529,Araouane,ML,18.9,-3.53,84.67,14,100,6.11,overcast clouds
530,Dimbokro,CI,6.65,-4.7,75.27,93,42,3.33,moderate rain
531,Biak,ID,-0.91,122.88,76.68,80,100,2.84,overcast clouds
532,Varhaug,NO,58.61,5.65,44.01,99,95,4.0,overcast clouds
533,Amla,IN,21.93,78.12,61.02,32,0,1.32,clear sky
534,Tiarei,PF,-17.53,-149.33,84.2,66,75,4.7,shower rain
535,Lubao,PH,14.92,120.55,78.8,88,75,2.24,moderate rain
536,Tuatapere,NZ,-46.13,167.68,51.01,93,1,1.01,clear sky
537,Kloulklubed,PW,7.04,134.26,83.26,79,68,11.68,broken clouds
538,Henties Bay,NA,-22.12,14.28,60.01,87,57,1.01,broken clouds
539,Rio Grande,BR,-32.03,-52.1,69.8,60,75,18.34,broken clouds
540,Novyy Urgal,RU,51.07,132.56,16.81,89,17,4.72,few clouds
541,Marawi,PH,8.0,124.29,73.99,86,100,7.0,overcast clouds
542,Outlook,CA,51.5,-107.05,59.0,32,97,4.7,overcast clouds
543,Srivardhan,IN,18.03,73.02,77.72,67,0,4.81,clear sky
544,Lipari,IT,38.47,14.95,62.01,79,67,8.01,broken clouds
545,Anchorage,US,61.22,-149.9,15.8,71,1,3.36,clear sky
546,Husavik,IS,66.04,-17.34,37.4,69,20,9.17,few clouds
547,Nanortalik,GL,60.14,-45.24,39.79,81,100,17.83,light rain
548,Yeppoon,AU,-23.13,150.73,68.0,77,90,5.82,overcast clouds
549,Okha,RU,53.57,142.95,25.54,92,3,15.55,clear sky
550,Itaueira,BR,-7.6,-43.03,73.31,93,100,10.0,heavy intensity rain
551,Te Anau,NZ,-45.42,167.72,53.04,67,19,0.98,few clouds
552,Burnie,AU,-41.07,145.92,59.0,92,100,4.0,light rain
553,Parabel,RU,58.7,81.48,24.35,96,100,7.7,overcast clouds
554,Moron,AR,-34.65,-58.62,73.99,46,0,11.41,clear sky
555,Ojinaga,MX,29.57,-104.42,75.99,29,1,6.93,clear sky
556,Lac Du Bonnet,CA,50.25,-96.06,61.0,61,0,16.11,clear sky
557,Cravo Norte,CO,6.3,-70.2,86.0,67,81,9.48,moderate rain
558,Miyako,JP,39.64,141.95,41.29,68,0,8.7,clear sky
559,Brunswick,US,41.24,-81.84,57.99,43,20,11.41,few clouds
560,Cairns,AU,-16.92,145.77,75.2,78,90,9.17,overcast clouds
561,Rayachoti,IN,14.05,78.75,73.63,86,20,1.95,few clouds
562,Jacqueville,CI,5.21,-4.41,84.2,79,20,8.05,few clouds
563,Valparaiso,CL,-33.04,-71.63,62.6,72,42,4.7,scattered clouds
564,Torbay,CA,47.67,-52.73,45.0,81,90,16.11,overcast clouds
565,Iqaluit,CA,63.75,-68.51,14.0,85,75,19.46,broken clouds
566,Kamloops,CA,50.67,-120.32,44.6,87,90,17.22,light intensity shower rain
567,Chumikan,RU,54.72,135.31,10.36,88,30,23.69,scattered clouds
568,Tucuman,AR,-26.82,-65.22,93.2,18,0,9.17,clear sky
569,Broken Hill,AU,-31.95,141.43,75.2,22,64,10.29,broken clouds
570,Ulaanbaatar,MN,47.91,106.88,6.8,84,0,2.24,clear sky
571,Motygino,RU,58.18,94.76,26.01,98,100,5.5,light snow
572,Kayes,ML,14.0,-11.0,93.2,36,0,4.7,clear sky
573,Iskateley,RU,67.68,53.15,38.43,92,100,17.11,light rain
574,Nantucket,US,41.28,-70.1,46.4,42,40,20.8,scattered clouds
575,Bakonyszentlaszlo,HU,47.39,17.8,55.4,100,75,2.35,mist
576,Assiniboia,CA,49.63,-105.98,66.2,16,21,19.46,few clouds
577,Barra Patuca,HN,15.8,-84.28,78.57,90,100,24.45,moderate rain
578,Inta,RU,66.03,60.17,32.45,97,100,28.12,overcast clouds
579,Belyy Yar,RU,53.6,91.39,32.0,98,40,2.24,light shower snow
580,Guarapari,BR,-20.67,-40.5,72.0,78,40,3.36,scattered clouds
581,Wisconsin Rapids,US,44.38,-89.82,69.8,26,1,8.05,clear sky
582,North Bend,US,43.41,-124.22,59.0,82,90,10.29,overcast clouds
583,Najran,SA,17.49,44.13,64.4,22,0,1.7,clear sky
584,Santa Lucia,ES,27.91,-15.54,71.6,78,40,19.46,scattered clouds
585,Pervomayskiy,RU,53.25,40.29,45.0,88,0,3.4,clear sky
586,Lewiston,US,44.1,-70.21,37.99,40,75,20.8,broken clouds
587,Emerald,AU,-23.53,148.17,66.2,82,0,4.7,clear sky
588,Asau,RO,46.43,26.4,46.99,98,100,0.54,overcast clouds
589,Solnechnyy,RU,50.72,136.63,20.46,92,92,1.88,overcast clouds
590,Cap Malheureux,MU,-19.98,57.61,70.0,70,35,3.0,scattered clouds
591,Qasigiannguit,GL,68.82,-51.19,42.8,60,75,29.97,light intensity shower rain
592,Kathmandu,NP,27.72,85.32,60.8,93,75,3.36,broken clouds
593,Mayor Pablo Lagerenza,PY,-19.93,-60.77,98.11,14,0,9.73,clear sky
594,Clarence Town,AU,-32.58,151.78,52.0,100,38,2.26,scattered clouds
595,Mehran,IR,33.12,46.16,60.8,38,75,2.24,broken clouds
596,Llanes,ES,43.42,-4.75,54.0,68,100,4.18,overcast clouds
597,Pokhara,NP,28.23,83.98,61.97,47,0,5.44,clear sky
598,Port-Gentil,GA,-0.72,8.78,80.6,83,75,12.75,broken clouds
599,Robertsport,LR,6.75,-11.37,80.67,83,100,7.14,overcast clouds
600,Karratha,AU,-20.74,116.85,69.28,69,0,5.1,clear sky
601,Junction City,US,39.03,-96.83,78.8,27,1,6.93,clear sky
602,Poronaysk,RU,49.22,143.12,30.65,93,86,5.93,overcast clouds
603,Mitsamiouli,KM,-11.38,43.28,77.41,74,1,8.72,clear sky
604,Chikola,RU,43.19,43.92,53.6,76,90,4.47,overcast clouds
605,Hanzhong,CN,33.07,107.03,54.27,61,97,1.03,overcast clouds
606,Clyde River,CA,70.47,-68.59,14.0,92,90,36.91,snow
607,Rosenberg,SK,49.07,19.31,51.8,100,90,1.12,fog
608,Kodinsk,RU,58.69,99.18,24.78,97,100,4.97,overcast clouds
609,Chunskiy,RU,56.08,99.63,27.23,96,100,4.94,overcast clouds
610,Pitimbu,BR,-7.47,-34.81,84.2,70,40,11.41,scattered clouds
611,Parkersburg,US,39.27,-81.56,59.0,30,1,5.82,clear sky
612,Launceston,AU,-41.45,147.17,60.8,63,90,11.41,light rain
613,Haljala,EE,59.43,26.26,46.74,86,9,11.92,clear sky
614,Pemba,MZ,-12.97,40.52,78.01,83,20,8.05,few clouds
615,Imeni Poliny Osipenko,RU,52.42,136.49,16.07,94,62,1.86,broken clouds
616,Oranjestad,AW,12.52,-70.03,86.0,70,20,14.99,shower rain
617,Canutama,BR,-6.53,-64.38,94.12,44,72,2.98,broken clouds
618,Zapolyarnyy,RU,69.42,30.81,37.4,88,0,28.86,clear sky
619,Mehamn,NO,71.04,27.85,42.8,75,40,24.16,scattered clouds
620,Sorland,NO,67.67,12.69,46.4,81,40,28.86,shower rain
621,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,79.39,76,0,12.82,clear sky
622,Carbondale,US,37.73,-89.22,69.8,32,1,11.41,clear sky
623,Janakpur,NP,26.72,85.91,70.59,49,93,6.38,overcast clouds
624,Zaykovo,RU,57.56,62.76,30.29,90,0,8.16,clear sky
625,Drovyanaya,RU,51.58,113.03,15.8,85,20,2.24,few clouds
626,Deputatskiy,RU,69.3,139.9,-12.28,85,0,0.92,clear sky
627,Trairi,BR,-3.28,-39.27,82.02,72,79,11.77,broken clouds
628,Gualeguaychu,AR,-33.01,-58.52,77.0,46,90,14.0,overcast clouds
629,Nandgaon,IN,20.32,74.65,72.18,54,0,1.3,clear sky
630,Kalmunai,LK,7.42,81.82,79.3,80,40,4.74,light rain
631,Ampanihy,MG,-24.7,44.75,75.13,63,0,7.61,clear sky
632,Zhangye,CN,38.93,100.45,35.87,67,0,3.74,clear sky
633,Batagay,RU,67.63,134.63,-16.44,84,21,1.16,few clouds
634,Bintulu,MY,3.17,113.03,77.0,100,40,8.72,scattered clouds
635,Chojnice,PL,53.7,17.56,45.0,84,35,1.45,scattered clouds
636,Thinadhoo,MV,0.53,72.93,82.96,71,100,5.75,overcast clouds
637,Fort-Shevchenko,KZ,44.51,50.26,56.79,74,0,8.5,clear sky
638,Nhulunbuy,AU,-12.23,136.77,75.2,88,97,7.0,overcast clouds
639,Netivot,IL,31.42,34.59,66.99,100,13,5.99,few clouds
640,Ancud,CL,-41.87,-73.82,64.0,59,75,14.99,broken clouds
641,Lata,PT,40.16,-8.33,57.99,65,0,1.99,clear sky
642,Norman Wells,CA,65.28,-126.83,-2.2,84,40,2.24,scattered clouds
643,Tshikapa,CD,-6.42,20.8,72.77,90,100,1.16,light rain
644,Hay River,CA,60.82,-115.8,15.8,78,100,12.75,overcast clouds
645,Praia,CV,14.92,-23.51,82.4,48,0,16.11,clear sky
646,Goderich,CA,43.75,-81.72,46.4,70,97,10.29,overcast clouds
647,Grindavik,IS,63.84,-22.43,41.0,75,75,10.29,broken clouds
648,Port Angeles,US,48.12,-123.43,48.2,100,90,3.36,moderate rain
649,Palmas,BR,-10.21,-48.36,78.8,88,75,5.82,heavy intensity rain
650,Verkhnyaya Toyma,RU,62.23,45.0,41.4,92,100,10.18,moderate rain
651,Hearst,CA,49.68,-83.67,21.2,92,100,8.05,overcast clouds
652,Sobolevo,RU,54.43,31.9,44.71,87,100,8.39,overcast clouds
653,Seoul,KR,37.57,126.98,37.4,37,1,10.67,clear sky
654,Plettenberg Bay,ZA,-34.05,23.37,64.67,93,70,0.36,broken clouds
655,Portland,US,45.52,-122.68,52.0,87,90,5.82,moderate rain
656,Vieste,IT,41.88,16.18,59.0,87,40,1.12,scattered clouds
657,Matamoros,MX,25.53,-103.25,73.4,25,40,9.28,scattered clouds
658,Valley City,US,46.92,-98.0,66.2,32,1,17.22,clear sky
659,Ponta Delgada,PT,37.73,-25.67,60.8,59,75,13.87,broken clouds
660,Payson,US,40.04,-111.73,70.0,26,1,3.36,clear sky
661,Guia De Isora,ES,28.21,-16.78,73.0,73,20,21.92,few clouds
662,Taoudenni,ML,22.68,-3.98,79.63,17,24,4.34,few clouds
663,Deer Lake,CA,49.17,-57.43,37.4,59,75,18.34,broken clouds
664,Back Mountain,US,41.34,-76.0,50.0,63,100,1.99,overcast clouds
665,Linqiong,CN,30.42,103.46,60.01,93,40,6.71,scattered clouds
666,Nacala,MZ,-14.54,40.67,77.5,76,50,7.31,scattered clouds
667,Ambilobe,MG,-13.2,49.05,72.12,78,98,3.4,overcast clouds
668,Nakamura,JP,32.98,132.93,46.09,63,0,7.45,clear sky
669,Moree,AU,-29.47,149.85,60.8,63,0,11.99,clear sky
670,Kaniama,CD,-7.57,24.18,68.07,94,28,1.45,scattered clouds
671,Tambopata,PE,-12.73,-69.18,87.8,55,0,4.7,clear sky
672,Iracoubo,GF,5.48,-53.2,82.17,74,98,10.74,overcast clouds
673,Kez,RU,57.9,53.72,29.1,90,0,6.11,clear sky
674,Patur,IN,20.45,76.93,68.38,47,0,2.42,clear sky
675,Starosubkhangulovo,RU,53.1,57.44,33.48,91,0,2.19,clear sky
676,Concordia,AR,-31.39,-58.02,79.0,44,40,16.11,scattered clouds
677,Saint Anthony,US,45.02,-93.22,73.4,28,1,9.17,clear sky
678,Segovia,ES,41.17,-4.0,51.01,81,75,17.22,broken clouds
679,Sambava,MG,-14.27,50.17,72.23,87,95,12.39,light rain
680,Kasongo-Lunda,CD,-6.47,16.82,72.66,91,100,0.47,moderate rain
681,Yining,CN,29.04,114.56,54.1,61,99,2.26,overcast clouds
682,Caramay,PH,10.18,119.24,79.93,82,100,7.31,light rain
683,Shache,CN,38.42,77.24,35.02,81,0,1.36,clear sky
684,Tongliao,CN,43.61,122.27,21.6,67,0,7.43,clear sky
685,Nome,US,64.5,-165.41,23.0,92,75,9.17,broken clouds
686,Jalu,LY,29.03,21.55,67.12,46,0,8.01,clear sky
687,Tanout,NE,14.97,8.89,80.71,17,0,11.72,clear sky
688,Pangkalanbuun,ID,-2.68,111.62,74.46,97,100,0.89,light rain
689,Strezhevoy,RU,60.73,77.59,28.4,79,75,8.95,broken clouds
690,Zhicheng,CN,30.3,111.5,55.0,68,99,2.44,overcast clouds
691,Korla,CN,41.76,86.15,38.03,67,0,3.18,clear sky
692,Burriana,ES,39.89,-0.09,68.0,82,90,2.24,overcast clouds
